date,target_month,close,monthly_reference,monthly_direction_3m,fast_state,slow_state,emergency_level,emergency_reversal
2025-04-09,2025-04,3083.16992,3022.603680470286,UP,ROBUST_UP,ROBUST_UP,NEUTRAL,OFF
2025-04-11,2025-04,3238.18994,3022.603680470286,UP,ROBUST_UP,ROBUST_UP,UP,OFF
2025-04-17,2025-04,3326.19,3022.603680470286,UP,ROBUST_UP,ROBUST_UP,UP,OFF
2025-04-21,2025-04,3422.8,3022.603680470286,UP,ROBUST_UP,ROBUST_UP,UP,OFF
2025-04-24,2025-04,3354.9,3022.603680470286,UP,ROBUST_UP,ROBUST_UP,UP,OFF
2025-04-25,2025-04,3316.3,3022.603680470286,UP,ROBUST_UP,ROBUST_UP,UP,OFF
2025-04-28,2025-04,3344.1,3022.603680470286,UP,ROBUST_UP,ROBUST_UP,UP,OFF
2025-04-30,2025-04,3292.0,3022.603680470286,UP,ROBUST_UP,ROBUST_UP,UP,OFF
2025-05-01,2025-05,3238.64,3305.6004596076755,UP,ROBUST_UP,ROBUST_UP,NEUTRAL,OFF
2025-05-02,2025-05,3254.9,3305.6004596076755,UP,ROBUST_UP,NOT_YET_ROBUST,NEUTRAL,OFF
2025-05-05,2025-05,3335.0,3305.6004596076755,UP,ROBUST_UP,NOT_YET_ROBUST,NEUTRAL,OFF
2025-05-06,2025-05,3434.7,3305.6004596076755,UP,ROBUST_UP,NOT_YET_ROBUST,NEUTRAL,OFF
2025-05-07,2025-05,3366.6,3305.6004596076755,UP,ROBUST_UP,NOT_YET_ROBUST,NEUTRAL,OFF
2025-05-08,2025-05,3309.4,3305.6004596076755,UP,ROBUST_UP,NOT_YET_ROBUST,NEUTRAL,OFF
2025-05-09,2025-05,3323.64,3305.6004596076755,UP,ROBUST_UP,NOT_YET_ROBUST,NEUTRAL,OFF
2025-05-12,2025-05,3235.24,3305.6004596076755,UP,MIXED,NOT_YET_ROBUST,NEUTRAL,OFF
2025-05-13,2025-05,3248.5,3305.6004596076755,UP,ROBUST_DOWN,NOT_YET_ROBUST,NEUTRAL,OFF
2025-05-14,2025-05,3181.2,3305.6004596076755,UP,ROBUST_DOWN,NOT_YET_ROBUST,NEUTRAL,OFF
2025-05-15,2025-05,3244.5,3305.6004596076755,UP,ROBUST_DOWN,NOT_YET_ROBUST,NEUTRAL,OFF
2025-05-16,2025-05,3209.7,3305.6004596076755,UP,ROBUST_DOWN,NOT_YET_ROBUST,NEUTRAL,OFF
2025-05-19,2025-05,3229.15,3305.6004596076755,UP,ROBUST_DOWN,NOT_YET_ROBUST,NEUTRAL,OFF
2025-05-20,2025-05,3285.1,3305.6004596076755,UP,ROBUST_DOWN,NOT_YET_ROBUST,NEUTRAL,OFF
2025-05-22,2025-05,3294.79,3305.6004596076755,UP,ROBUST_DOWN,NOT_YET_ROBUST,NEUTRAL,OFF
2025-05-23,2025-05,3355.9,3305.6004596076755,UP,MIXED,NOT_YET_ROBUST,NEUTRAL,OFF
2025-05-27,2025-05,3299.7,3305.6004596076755,UP,ROBUST_UP,NOT_YET_ROBUST,NEUTRAL,OFF
2025-05-28,2025-05,3291.4,3305.6004596076755,UP,ROBUST_UP,NOT_YET_ROBUST,NEUTRAL,OFF
2025-05-29,2025-05,3317.95,3305.6004596076755,UP,ROBUST_UP,NOT_YET_ROBUST,NEUTRAL,OFF
2025-05-30,2025-05,3288.52,3305.6004596076755,UP,ROBUST_UP,NOT_YET_ROBUST,NEUTRAL,OFF
2025-06-02,2025-06,3381.02,3327.745424598738,UP,ROBUST_UP,NOT_YET_ROBUST,NEUTRAL,OFF
2025-06-03,2025-06,3354.3,3327.745424598738,UP,ROBUST_UP,NOT_YET_ROBUST,NEUTRAL,OFF
2025-06-04,2025-06,3372.34,3327.745424598738,UP,ROBUST_UP,NOT_YET_ROBUST,NEUTRAL,OFF
2025-06-05,2025-06,3353.0,3327.745424598738,UP,ROBUST_UP,NOT_YET_ROBUST,NEUTRAL,OFF
2025-06-06,2025-06,3310.1,3327.745424598738,UP,ROBUST_UP,NOT_YET_ROBUST,NEUTRAL,OFF
2025-06-09,2025-06,3327.6,3327.745424598738,UP,ROBUST_UP,NOT_YET_ROBUST,NEUTRAL,OFF
2025-06-10,2025-06,3323.47,3327.745424598738,UP,ROBUST_UP,NOT_YET_ROBUST,NEUTRAL,OFF
2025-06-11,2025-06,3352.3,3327.745424598738,UP,ROBUST_UP,NOT_YET_ROBUST,NEUTRAL,OFF
2025-06-12,2025-06,3381.9,3327.745424598738,UP,ROBUST_UP,NOT_YET_ROBUST,NEUTRAL,OFF
2025-06-13,2025-06,3432.19,3327.745424598738,UP,ROBUST_UP,ROBUST_UP,NEUTRAL,OFF
2025-06-16,2025-06,3383.53,3327.745424598738,UP,ROBUST_UP,ROBUST_UP,NEUTRAL,OFF
2025-06-17,2025-06,3387.3,3327.745424598738,UP,ROBUST_UP,ROBUST_UP,NEUTRAL,OFF
2025-06-18,2025-06,3372.1,3327.745424598738,UP,ROBUST_UP,ROBUST_UP,NEUTRAL,OFF
2025-06-20,2025-06,3368.76,3327.745424598738,UP,ROBUST_UP,ROBUST_UP,NEUTRAL,OFF
2025-06-24,2025-06,3324.9,3327.745424598738,UP,MIXED,ROBUST_UP,NEUTRAL,OFF
2025-06-26,2025-06,3328.09,3327.745424598738,UP,ROBUST_DOWN,ROBUST_UP,NEUTRAL,OFF
2025-06-27,2025-06,3278.0,3327.745424598738,UP,ROBUST_DOWN,NOT_YET_ROBUST,NEUTRAL,OFF
2025-07-01,2025-07,3336.4,3383.4010291145414,UP,ROBUST_DOWN,NOT_YET_ROBUST,NEUTRAL,OFF
2025-07-02,2025-07,3352.0,3383.4010291145414,UP,MIXED,NOT_YET_ROBUST,NEUTRAL,OFF
2025-07-03,2025-07,3323.9,3383.4010291145414,UP,MIXED,NOT_YET_ROBUST,NEUTRAL,OFF
2025-07-07,2025-07,3336.82,3383.4010291145414,UP,ROBUST_DOWN,ROBUST_DOWN,NEUTRAL,OFF
2025-07-08,2025-07,3301.03,3383.4010291145414,UP,ROBUST_DOWN,ROBUST_DOWN,NEUTRAL,OFF
2025-07-09,2025-07,3312.1,3383.4010291145414,UP,ROBUST_DOWN,ROBUST_DOWN,NEUTRAL,OFF
2025-07-10,2025-07,3323.67,3383.4010291145414,UP,ROBUST_DOWN,ROBUST_DOWN,NEUTRAL,OFF
2025-07-11,2025-07,3349.9,3383.4010291145414,UP,MIXED,NOT_YET_ROBUST,NEUTRAL,OFF
2025-07-14,2025-07,3342.4,3383.4010291145414,UP,MIXED,NOT_YET_ROBUST,NEUTRAL,OFF
2025-07-15,2025-07,3324.6,3383.4010291145414,UP,ROBUST_DOWN,NOT_YET_ROBUST,NEUTRAL,OFF
2025-07-16,2025-07,3344.7,3383.4010291145414,UP,ROBUST_DOWN,NOT_YET_ROBUST,NEUTRAL,OFF
2025-07-17,2025-07,3337.6,3383.4010291145414,UP,ROBUST_DOWN,NOT_YET_ROBUST,NEUTRAL,OFF
2025-07-18,2025-07,3347.9,3383.4010291145414,UP,MIXED,ROBUST_UP,NEUTRAL,OFF
2025-07-21,2025-07,3397.33,3383.4010291145414,UP,ROBUST_UP,ROBUST_UP,NEUTRAL,OFF
2025-07-22,2025-07,3427.09,3383.4010291145414,UP,ROBUST_UP,ROBUST_UP,NEUTRAL,OFF
2025-07-23,2025-07,3389.03,3383.4010291145414,UP,ROBUST_UP,ROBUST_UP,NEUTRAL,OFF
2025-07-24,2025-07,3370.59,3383.4010291145414,UP,ROBUST_UP,ROBUST_UP,NEUTRAL,OFF
2025-07-25,2025-07,3347.17,3383.4010291145414,UP,ROBUST_UP,ROBUST_UP,NEUTRAL,OFF
2025-07-28,2025-07,3322.01,3383.4010291145414,UP,MIXED,ROBUST_UP,NEUTRAL,OFF
2025-07-29,2025-07,3334.24,3383.4010291145414,UP,ROBUST_DOWN,ROBUST_UP,NEUTRAL,OFF
2025-07-30,2025-07,3291.98,3383.4010291145414,UP,ROBUST_DOWN,ROBUST_UP,NEUTRAL,OFF
2025-07-31,2025-07,3299.41,3383.4010291145414,UP,ROBUST_DOWN,ROBUST_UP,NEUTRAL,OFF
2025-08-01,2025-08,3361.89,3386.793035738361,UP,MIXED,ROBUST_UP,NEUTRAL,OFF
2025-08-04,2025-08,3378.96,3386.793035738361,UP,ROBUST_UP,ROBUST_UP,NEUTRAL,OFF
2025-08-05,2025-08,3379.58,3386.793035738361,UP,ROBUST_UP,ROBUST_UP,NEUTRAL,OFF
2025-08-07,2025-08,3389.29,3386.793035738361,UP,ROBUST_UP,ROBUST_UP,NEUTRAL,OFF
2025-08-08,2025-08,3387.21,3386.793035738361,UP,ROBUST_UP,ROBUST_UP,NEUTRAL,OFF
2025-08-11,2025-08,3344.13,3386.793035738361,UP,MIXED,ROBUST_UP,NEUTRAL,OFF
2025-08-12,2025-08,3342.47,3386.793035738361,UP,ROBUST_DOWN,ROBUST_UP,NEUTRAL,OFF
2025-08-13,2025-08,3350.8,3386.793035738361,UP,ROBUST_DOWN,ROBUST_UP,NEUTRAL,OFF
2025-08-14,2025-08,3330.23,3386.793035738361,UP,ROBUST_DOWN,ROBUST_UP,NEUTRAL,OFF
2025-08-15,2025-08,3329.36,3386.793035738361,UP,ROBUST_DOWN,NOT_YET_ROBUST,NEUTRAL,OFF
2025-08-19,2025-08,3314.82,3386.793035738361,UP,ROBUST_DOWN,NOT_YET_ROBUST,NEUTRAL,OFF
2025-08-20,2025-08,3339.88,3386.793035738361,UP,ROBUST_DOWN,NOT_YET_ROBUST,NEUTRAL,OFF
2025-08-21,2025-08,3332.14,3386.793035738361,UP,ROBUST_DOWN,NOT_YET_ROBUST,NEUTRAL,OFF
2025-08-22,2025-08,3363.42,3386.793035738361,UP,MIXED,NOT_YET_ROBUST,NEUTRAL,OFF
2025-08-25,2025-08,3349.54,3386.793035738361,UP,ROBUST_UP,NOT_YET_ROBUST,NEUTRAL,OFF
2025-08-26,2025-08,3379.95,3386.793035738361,UP,ROBUST_UP,NOT_YET_ROBUST,NEUTRAL,OFF
2025-08-27,2025-08,3388.82,3386.793035738361,UP,ROBUST_UP,NOT_YET_ROBUST,NEUTRAL,OFF
2025-08-28,2025-08,3419.78,3386.793035738361,UP,ROBUST_UP,NOT_YET_ROBUST,NEUTRAL,OFF
2025-08-29,2025-08,3455.59,3386.793035738361,UP,ROBUST_UP,ROBUST_UP,NEUTRAL,OFF
2025-09-01,2025-09,3490.83,3382.296818698462,UP,ROBUST_UP,ROBUST_UP,NEUTRAL,OFF
2025-09-02,2025-09,3550.4,3382.296818698462,UP,ROBUST_UP,ROBUST_UP,UP,OFF
2025-09-03,2025-09,3573.33,3382.296818698462,UP,ROBUST_UP,ROBUST_UP,UP,OFF
2025-09-04,2025-09,3553.16,3382.296818698462,UP,ROBUST_UP,ROBUST_UP,UP,OFF
2025-09-05,2025-09,3590.01,3382.296818698462,UP,ROBUST_UP,ROBUST_UP,UP,OFF
2025-09-08,2025-09,3641.18,3382.296818698462,UP,ROBUST_UP,ROBUST_UP,UP,OFF
2025-09-09,2025-09,3638.7,3382.296818698462,UP,ROBUST_UP,ROBUST_UP,UP,OFF
2025-09-10,2025-09,3641.3,3382.296818698462,UP,ROBUST_UP,ROBUST_UP,UP,OFF
2025-09-11,2025-09,3634.06,3382.296818698462,UP,ROBUST_UP,ROBUST_UP,UP,OFF
2025-09-12,2025-09,3642.08,3382.296818698462,UP,ROBUST_UP,ROBUST_UP,UP,OFF
2025-09-15,2025-09,3683.47,3382.296818698462,UP,ROBUST_UP,ROBUST_UP,UP,OFF
2025-09-16,2025-09,3696.78,3382.296818698462,UP,ROBUST_UP,ROBUST_UP,UP,OFF
2025-09-17,2025-09,3664.37,3382.296818698462,UP,ROBUST_UP,ROBUST_UP,UP,OFF
2025-09-18,2025-09,3647.61,3382.296818698462,UP,ROBUST_UP,ROBUST_UP,UP,OFF
2025-09-19,2025-09,3688.92,3382.296818698462,UP,ROBUST_UP,ROBUST_UP,UP,OFF
2025-09-22,2025-09,3760.41,3382.296818698462,UP,ROBUST_UP,ROBUST_UP,UP,OFF
2025-09-23,2025-09,3777.03,3382.296818698462,UP,ROBUST_UP,ROBUST_UP,UP,OFF
2025-09-24,2025-09,3747.29,3382.296818698462,UP,ROBUST_UP,ROBUST_UP,UP,OFF
2025-09-25,2025-09,3757.69,3382.296818698462,UP,ROBUST_UP,ROBUST_UP,UP,OFF
2025-09-26,2025-09,3771.5,3382.296818698462,UP,ROBUST_UP,ROBUST_UP,UP,OFF
2025-09-29,2025-09,3842.19,3382.296818698462,UP,ROBUST_UP,ROBUST_UP,UP,OFF
2025-09-30,2025-09,3869.18,3382.296818698462,UP,ROBUST_UP,ROBUST_UP,UP,OFF
2025-10-01,2025-10,3875.49,3700.591358520879,UP,ROBUST_UP,ROBUST_UP,UP,OFF
2025-10-02,2025-10,3861.5,3700.591358520879,UP,ROBUST_UP,ROBUST_UP,UP,OFF
2025-10-03,2025-10,3885.26,3700.591358520879,UP,ROBUST_UP,ROBUST_UP,UP,OFF
2025-10-06,2025-10,3971.76,3700.591358520879,UP,ROBUST_UP,ROBUST_UP,UP,OFF
2025-10-07,2025-10,3996.39,3700.591358520879,UP,ROBUST_UP,ROBUST_UP,UP,OFF
2025-10-08,2025-10,4055.35,3700.591358520879,UP,ROBUST_UP,ROBUST_UP,UP,OFF
2025-10-09,2025-10,3993.19,3700.591358520879,UP,ROBUST_UP,ROBUST_UP,UP,OFF
2025-10-10,2025-10,4021.85,3700.591358520879,UP,ROBUST_UP,ROBUST_UP,UP,OFF
2025-10-13,2025-10,4121.65,3700.591358520879,UP,ROBUST_UP,ROBUST_UP,UP,OFF
2025-10-14,2025-10,4153.92,3700.591358520879,UP,ROBUST_UP,ROBUST_UP,UP,OFF
2025-10-15,2025-10,4232.04,3700.591358520879,UP,ROBUST_UP,ROBUST_UP,UP,OFF
2025-10-16,2025-10,4362.29,3700.591358520879,UP,ROBUST_UP,ROBUST_UP,UP,OFF
2025-10-17,2025-10,4262.51,3700.591358520879,UP,ROBUST_UP,ROBUST_UP,UP,OFF
2025-10-20,2025-10,4367.43,3700.591358520879,UP,ROBUST_UP,ROBUST_UP,UP,OFF
2025-10-21,2025-10,4130.33,3700.591358520879,UP,ROBUST_UP,ROBUST_UP,UP,DOWN_ALERT
2025-10-22,2025-10,4101.14,3700.591358520879,UP,ROBUST_UP,ROBUST_UP,UP,DOWN_ALERT
2025-10-23,2025-10,4120.2,3700.591358520879,UP,ROBUST_UP,ROBUST_UP,UP,DOWN_ALERT
2025-10-24,2025-10,4106.3,3700.591358520879,UP,ROBUST_UP,ROBUST_UP,UP,DOWN_ALERT
2025-10-27,2025-10,3973.34,3700.591358520879,UP,MIXED,ROBUST_UP,UP,DOWN_ALERT
2025-10-28,2025-10,3955.84,3700.591358520879,UP,ROBUST_DOWN,ROBUST_UP,UP,DOWN_ALERT
2025-10-29,2025-10,3936.37,3700.591358520879,UP,ROBUST_DOWN,ROBUST_UP,UP,DOWN_ALERT
2025-10-30,2025-10,4023.99,3700.591358520879,UP,ROBUST_DOWN,ROBUST_UP,UP,DOWN_ALERT
2025-10-31,2025-10,3996.23,3700.591358520879,UP,ROBUST_DOWN,NOT_YET_ROBUST,UP,DOWN_ALERT
2025-11-03,2025-11,3998.01,4093.518600249174,UP,ROBUST_DOWN,NOT_YET_ROBUST,NEUTRAL,OFF
2025-11-04,2025-11,3926.01,4093.518600249174,UP,ROBUST_DOWN,NOT_YET_ROBUST,DOWN,OFF
2025-11-05,2025-11,3979.61,4093.518600249174,UP,ROBUST_DOWN,NOT_YET_ROBUST,NEUTRAL,OFF
2025-11-06,2025-11,3974.79,4093.518600249174,UP,ROBUST_DOWN,NOT_YET_ROBUST,NEUTRAL,OFF
2025-11-07,2025-11,3997.95,4093.518600249174,UP,ROBUST_DOWN,ROBUST_DOWN,NEUTRAL,OFF
2025-11-10,2025-11,4106.71,4093.518600249174,UP,MIXED,ROBUST_DOWN,NEUTRAL,UP_ALERT
2025-11-11,2025-11,4126.80856,4093.518600249174,UP,ROBUST_UP,ROBUST_DOWN,NEUTRAL,UP_ALERT
2025-11-12,2025-11,4194.7449,4093.518600249174,UP,ROBUST_UP,ROBUST_DOWN,NEUTRAL,UP_ALERT
2025-11-13,2025-11,4171.54613,4093.518600249174,UP,ROBUST_UP,ROBUST_DOWN,NEUTRAL,UP_ALERT
2025-11-14,2025-11,4081.00425,4093.518600249174,UP,ROBUST_UP,NOT_YET_ROBUST,NEUTRAL,OFF
2025-11-16,2025-11,4080.51575,4093.518600249174,UP,ROBUST_UP,ROBUST_UP,NEUTRAL,OFF
2025-11-17,2025-11,4045.80593,4093.518600249174,UP,ROBUST_UP,NOT_YET_ROBUST,NEUTRAL,OFF
2025-11-18,2025-11,4067.49807,4093.518600249174,UP,ROBUST_UP,NOT_YET_ROBUST,NEUTRAL,OFF
2025-11-19,2025-11,4077.76528,4093.518600249174,UP,ROBUST_UP,NOT_YET_ROBUST,NEUTRAL,OFF
2025-11-20,2025-11,4077.11663,4093.518600249174,UP,ROBUST_UP,NOT_YET_ROBUST,NEUTRAL,OFF
2025-11-21,2025-11,4065.89854,4093.518600249174,UP,ROBUST_UP,ROBUST_UP,NEUTRAL,OFF
2025-11-23,2025-11,4065.99958,4093.518600249174,UP,ROBUST_UP,ROBUST_UP,NEUTRAL,OFF
2025-11-24,2025-11,4134.13329,4093.518600249174,UP,ROBUST_UP,ROBUST_UP,NEUTRAL,UP_ALERT
2025-11-25,2025-11,4130.87344,4093.518600249174,UP,ROBUST_UP,ROBUST_UP,NEUTRAL,UP_ALERT
2025-11-26,2025-11,4163.81582,4093.518600249174,UP,ROBUST_UP,ROBUST_UP,NEUTRAL,UP_ALERT
2025-11-27,2025-11,4157.95363,4093.518600249174,UP,ROBUST_UP,ROBUST_UP,NEUTRAL,UP_ALERT
2025-11-28,2025-11,4216.32888,4093.518600249174,UP,ROBUST_UP,ROBUST_UP,NEUTRAL,UP_ALERT
2025-11-30,2025-11,4216.31935,4093.518600249174,UP,ROBUST_UP,ROBUST_UP,NEUTRAL,UP_ALERT
2025-12-01,2025-12,4232.13555,4122.881586109356,UP,ROBUST_UP,ROBUST_UP,NEUTRAL,OFF
2025-12-02,2025-12,4206.07514,4122.881586109356,UP,ROBUST_UP,ROBUST_UP,NEUTRAL,OFF
2025-12-03,2025-12,4203.66928,4122.881586109356,UP,ROBUST_UP,ROBUST_UP,NEUTRAL,OFF
2025-12-04,2025-12,4208.12342,4122.881586109356,UP,ROBUST_UP,ROBUST_UP,NEUTRAL,OFF
2025-12-05,2025-12,4197.42924,4122.881586109356,UP,ROBUST_UP,ROBUST_UP,NEUTRAL,OFF
2025-12-07,2025-12,4197.3636,4122.881586109356,UP,ROBUST_UP,ROBUST_UP,NEUTRAL,OFF
2025-12-08,2025-12,4190.48925,4122.881586109356,UP,ROBUST_UP,ROBUST_UP,NEUTRAL,OFF
2025-12-09,2025-12,4207.90391,4122.881586109356,UP,ROBUST_UP,ROBUST_UP,NEUTRAL,OFF
2025-12-10,2025-12,4228.55598,4122.881586109356,UP,ROBUST_UP,ROBUST_UP,NEUTRAL,OFF
2025-12-11,2025-12,4279.81769,4122.881586109356,UP,ROBUST_UP,ROBUST_UP,NEUTRAL,OFF
2025-12-12,2025-12,4301.77584,4122.881586109356,UP,ROBUST_UP,ROBUST_UP,UP,OFF
2025-12-14,2025-12,4302.5229,4122.881586109356,UP,ROBUST_UP,ROBUST_UP,UP,OFF
2025-12-15,2025-12,4305.24902,4122.881586109356,UP,ROBUST_UP,ROBUST_UP,UP,OFF
2025-12-16,2025-12,4302.50017,4122.881586109356,UP,ROBUST_UP,ROBUST_UP,UP,OFF
2025-12-17,2025-12,4338.13255,4122.881586109356,UP,ROBUST_UP,ROBUST_UP,UP,OFF
2025-12-18,2025-12,4332.72982,4122.881586109356,UP,ROBUST_UP,ROBUST_UP,UP,OFF
2025-12-19,2025-12,4338.50479,4122.881586109356,UP,ROBUST_UP,ROBUST_UP,UP,OFF
2025-12-21,2025-12,4338.52985,4122.881586109356,UP,ROBUST_UP,ROBUST_UP,UP,OFF
2025-12-22,2025-12,4443.58948,4122.881586109356,UP,ROBUST_UP,ROBUST_UP,UP,OFF
2025-12-23,2025-12,4484.4539,4122.881586109356,UP,ROBUST_UP,ROBUST_UP,UP,OFF
2025-12-24,2025-12,4479.71539,4122.881586109356,UP,ROBUST_UP,ROBUST_UP,UP,OFF
2025-12-25,2025-12,4479.66816,4122.881586109356,UP,ROBUST_UP,ROBUST_UP,UP,OFF
2025-12-26,2025-12,4532.49313,4122.881586109356,UP,ROBUST_UP,ROBUST_UP,UP,OFF
2025-12-28,2025-12,4532.5889,4122.881586109356,UP,ROBUST_UP,ROBUST_UP,UP,OFF
2025-12-29,2025-12,4332.02449,4122.881586109356,UP,MIXED,ROBUST_UP,UP,DOWN_ALERT
2025-12-30,2025-12,4338.94851,4122.881586109356,UP,ROBUST_DOWN,ROBUST_UP,UP,DOWN_ALERT
2025-12-31,2025-12,4316.55249,4122.881586109356,UP,ROBUST_DOWN,ROBUST_UP,UP,DOWN_ALERT
2026-01-01,2026-01,4315.14181,4324.446760015193,UP,ROBUST_DOWN,ROBUST_UP,NEUTRAL,OFF
2026-01-02,2026-01,4325.64121,4324.446760015193,UP,ROBUST_DOWN,NOT_YET_ROBUST,NEUTRAL,OFF
2026-01-04,2026-01,4330.5508,4324.446760015193,UP,ROBUST_DOWN,ROBUST_DOWN,NEUTRAL,OFF
2026-01-05,2026-01,4449.23798,4324.446760015193,UP,MIXED,NOT_YET_ROBUST,NEUTRAL,OFF
2026-01-06,2026-01,4494.89199,4324.446760015193,UP,ROBUST_UP,NOT_YET_ROBUST,NEUTRAL,OFF
2026-01-07,2026-01,4456.49657,4324.446760015193,UP,ROBUST_UP,NOT_YET_ROBUST,NEUTRAL,OFF
2026-01-08,2026-01,4477.91006,4324.446760015193,UP,ROBUST_UP,NOT_YET_ROBUST,NEUTRAL,OFF
2026-01-09,2026-01,4509.89122,4324.446760015193,UP,ROBUST_UP,NOT_YET_ROBUST,UP,OFF
2026-01-10,2026-01,4509.81391,4324.446760015193,UP,ROBUST_UP,ROBUST_UP,UP,OFF
2026-01-11,2026-01,4509.85814,4324.446760015193,UP,ROBUST_UP,ROBUST_UP,UP,OFF
2026-01-12,2026-01,4597.59111,4324.446760015193,UP,ROBUST_UP,NOT_YET_ROBUST,UP,OFF
2026-01-13,2026-01,4586.36421,4324.446760015193,UP,ROBUST_UP,NOT_YET_ROBUST,UP,OFF
2026-01-14,2026-01,4627.00838,4324.446760015193,UP,ROBUST_UP,NOT_YET_ROBUST,UP,OFF
2026-01-15,2026-01,4616.03719,4324.446760015193,UP,ROBUST_UP,NOT_YET_ROBUST,UP,OFF
2026-01-16,2026-01,4595.32134,4324.446760015193,UP,ROBUST_UP,ROBUST_UP,UP,OFF
2026-01-17,2026-01,4595.34517,4324.446760015193,UP,ROBUST_UP,ROBUST_UP,UP,OFF
2026-01-18,2026-01,4595.49304,4324.446760015193,UP,ROBUST_UP,ROBUST_UP,UP,OFF
2026-01-19,2026-01,4671.03338,4324.446760015193,UP,ROBUST_UP,ROBUST_UP,UP,OFF
2026-01-20,2026-01,4763.54059,4324.446760015193,UP,ROBUST_UP,ROBUST_UP,UP,OFF
2026-01-21,2026-01,4831.79159,4324.446760015193,UP,ROBUST_UP,ROBUST_UP,UP,OFF
2026-01-22,2026-01,4936.01347,4324.446760015193,UP,ROBUST_UP,ROBUST_UP,UP,OFF
2026-01-23,2026-01,4982.76588,4324.446760015193,UP,ROBUST_UP,ROBUST_UP,UP,OFF
2026-01-24,2026-01,4982.44225,4324.446760015193,UP,ROBUST_UP,ROBUST_UP,UP,OFF
2026-01-25,2026-01,4982.4403,4324.446760015193,UP,ROBUST_UP,ROBUST_UP,UP,OFF
2026-01-26,2026-01,5009.71783,4324.446760015193,UP,ROBUST_UP,ROBUST_UP,UP,OFF
2026-01-27,2026-01,5179.36865,4324.446760015193,UP,ROBUST_UP,ROBUST_UP,UP,OFF
2026-01-28,2026-01,5416.48558,4324.446760015193,UP,ROBUST_UP,ROBUST_UP,UP,OFF
2026-01-29,2026-01,5375.13048,4324.446760015193,UP,ROBUST_UP,ROBUST_UP,UP,OFF
2026-01-30,2026-01,4866.25535,4324.446760015193,UP,ROBUST_UP,ROBUST_UP,UP,DOWN_ALERT
2026-01-31,2026-01,4865.465,4324.446760015193,UP,ROBUST_UP,ROBUST_UP,UP,DOWN_ALERT
2026-02-01,2026-02,4865.45226,4748.755369427408,UP,MIXED,ROBUST_UP,NEUTRAL,OFF
2026-02-02,2026-02,4660.06864,4748.755369427408,UP,ROBUST_DOWN,ROBUST_UP,NEUTRAL,OFF
2026-02-03,2026-02,4946.3904,4748.755369427408,UP,MIXED,ROBUST_UP,UP,OFF
